id_cliente,nome,email,cidade,estado,pais,data_cadastro,canal_aquisicao,segmento
13992,Azevedo,claracaldeira@camargo.com,Sa do Norte,PA,BR,2024-09-20,inbound,saude
13993,Moreira - EI,santoskamilly@ferreira.br,Teixeira da Praia,MG,BR,2025-09-22,parceiro,financeiro
13994,Costela Ltda.,saragao@da.br,Cunha,MS,BR,2024-01-11,inbound,financeiro
13995,Leao,da-motakaique@siqueira.com,Duarte,MG,BR,2022-08-02,inbound,saude
13996,Garcia,duartemaria-fernanda@andrade.com,da Paz de da Luz,BA,BR,2022-10-18,outbound,financeiro
13997,Abreu,vpeixoto@aparecida.org,Viana,PB,BR,2024-08-01,inbound,varejo
13998,Pastor,isadorarios@novaes.net,Mendonca de Minas,MT,BR,2023-01-06,inbound,varejo
13999,Cunha - ME,ravicardoso@abreu.com,Novais de Martins,PB,BR,2023-06-14,inbound,servicos
14000,da Luz,lmoraes@alves.br,Melo,MA,BR,2023-11-23,evento,saude
14001,da Mota,julia36@castro.org,Pinto das Pedras,MT,BR,2023-07-03,parceiro,financeiro
14002,Lopes,mouraagatha@costa.br,Porto,PI,BR,2025-08-12,parceiro,ti
14003,Ribeiro e Filhos,joao-lucascunha@pimenta.net,Ramos,SC,BR,2024-02-13,outbound,financeiro
14004,Lima S/A,moreirakamilly@goncalves.com,Cavalcanti de Freitas,PE,BR,2024-10-13,inbound,financeiro
14005,Cavalcanti Camargo Ltda.,teixeiratheo@souza.org,Novaes,BA,BR,2023-02-23,parceiro,saude
14006,Sa S.A.,casa-grandeana-laura@porto.br,da Costa da Prata,PI,BR,2022-12-27,outbound,varejo
14007,Sampaio,hadassada-mota@cavalcanti.br,Pinto do Amparo,PB,BR,2025-03-27,outbound,servicos
14008,Ferreira,mcostela@silveira.br,Sampaio,PB,BR,2025-01-03,inbound,ti
14009,Santos,llima@novaes.br,da Rosa das Flores,MS,BR,2024-07-08,inbound,financeiro
14010,Porto - EI,rodrigo78@campos.com,Moraes de Goias,PI,BR,2023-07-21,inbound,ti
14011,Aparecida Ltda.,camila88@andrade.com,Pinto de Lopes,MA,BR,2023-12-19,inbound,financeiro
14012,Dias - EI,brayancirino@ribeiro.br,Pacheco,RJ,BR,2023-12-28,inbound,varejo
14013,Cunha Cunha Ltda.,ibarbosa@silva.br,Vieira do Amparo,PE,BR,2025-02-03,parceiro,servicos
14014,Nogueira Leao e Filhos,antoniobarbosa@sa.br,Costela,GO,BR,2023-01-02,inbound,varejo
14015,Abreu,eduardagomes@aparecida.br,Abreu,PB,BR,2023-02-06,parceiro,ti
14016,Camara - EI,da-conceicaomaria-isis@andrade.com,Viana,PA,BR,2022-04-13,inbound,servicos
14017,Dias,maria-flor42@nascimento.org,Alves de Pacheco,CE,BR,2024-02-26,outbound,ti
14018,Vargas S/A,montenegroheitor@azevedo.com,da Mata,CE,BR,2022-11-21,inbound,industria
14019,Pastor Fernandes - ME,cavalcanteantonio@da.br,Pires do Oeste,RN,BR,2023-01-08,inbound,ti
14020,Vieira Moreira S/A,yuri25@aragao.br,Farias de Castro,BA,BR,2022-12-04,inbound,servicos
14021,Alves S/A,davialmeida@guerra.br,Goncalves da Praia,CE,BR,2024-06-09,inbound,financeiro
14022,da Rocha Fogaca - ME,ayla68@cavalcanti.com,Albuquerque de Duarte,SP,BR,2024-11-22,inbound,industria
14023,Nogueira S/A,omonteiro@dias.com,Martins,RJ,BR,2025-02-05,evento,varejo
14024,Novais,isaac36@pinto.net,Fernandes dos Dourados,RS,BR,2025-07-16,inbound,varejo
14025,Gomes e Filhos,teixeiraenzo@caldeira.org,Teixeira Alegre,MT,BR,2025-01-01,outbound,educacao
14026,Peixoto Ltda.,matteocunha@pinto.com,Camargo,RS,BR,2025-04-19,inbound,varejo
14027,Correia - ME,lorenzo81@peixoto.br,da Mota,RJ,BR,2025-03-21,inbound,financeiro
14028,Andrade,zmelo@alves.com,Mendes,PE,BR,2024-12-27,outbound,financeiro
14029,Fernandes,theodoro40@brito.br,Cassiano de Albuquerque,PB,BR,2024-09-23,evento,financeiro
14030,Oliveira S/A,eloah30@casa.org,Nascimento,MA,BR,2022-02-01,outbound,saude
14031,Oliveira Jesus - EI,yjesus@guerra.net,Brito de Pires,MT,BR,2024-07-15,parceiro,ti
14032,Barros,nfarias@fogaca.org,Rios de Goias,PI,BR,2023-09-12,inbound,educacao
14033,Vieira,enzo43@casa.org,Abreu do Oeste,DF,BR,2025-01-07,inbound,varejo
14034,Barbosa,marquesisabelly@dias.br,Rocha do Amparo,RN,BR,2025-07-06,parceiro,financeiro
14035,Abreu,goncalvescecilia@da.org,Correia da Praia,PE,BR,2024-05-27,outbound,saude
14036,Ramos Ltda.,calebsiqueira@moreira.com,Siqueira,MT,BR,2022-06-24,parceiro,varejo
14037,Peixoto Costela e Filhos,luanarios@pires.br,da Cunha de Minas,PE,BR,2022-01-15,inbound,ti
14038,Sa Novais e Filhos,das-neveslevi@macedo.br,Teixeira de Ramos,PR,BR,2024-12-10,inbound,servicos
14039,Almeida,lorenzopereira@da.br,Gomes do Amparo,AM,BR,2022-04-17,inbound,servicos
14040,Sampaio,britocatarina@aragao.br,Gomes,PE,BR,2023-04-14,parceiro,varejo
14041,Peixoto - ME,carolineguerra@da.br,Pereira,DF,BR,2022-07-21,evento,ti
14042,Cassiano - EI,helenafernandes@pinto.com,Dias,PE,BR,2025-05-26,parceiro,ti
14043,Costela Carvalho S/A,bnunes@da.br,Montenegro de Goias,CE,BR,2024-11-30,inbound,varejo
14044,da Mota Oliveira Ltda.,maparecida@almeida.com,Albuquerque do Norte,PB,BR,2024-07-05,inbound,ti
14045,Carvalho Aparecida - EI,machadosabrina@barbosa.com,Ramos,MG,BR,2022-12-02,outbound,varejo
14046,Aparecida,vasconcelosisis@rocha.br,Freitas de Minas,RN,BR,2022-04-15,outbound,ti
14047,Cunha - ME,cunhaleticia@aragao.com,Rios da Prata,PI,BR,2022-07-22,inbound,industria
14048,Melo - ME,luiz-felipe36@novais.net,Caldeira de Moreira,MS,BR,2025-01-23,inbound,varejo
14049,Moreira,luna97@moraes.br,Teixeira dos Dourados,RN,BR,2025-04-15,inbound,varejo
14050,Gomes,almeidaalexia@farias.br,Macedo,PE,BR,2022-03-06,parceiro,ti
14051,Silva Machado Ltda.,ana-juliaaraujo@cavalcante.br,Nogueira de Peixoto,RJ,BR,2023-07-07,parceiro,educacao
14052,Gomes - ME,fdias@rodrigues.net,Campos de Fonseca,RN,BR,2022-08-12,parceiro,industria
14053,Azevedo e Filhos,rodrigosantos@albuquerque.br,Lopes do Amparo,PB,BR,2023-01-15,inbound,financeiro
14054,Leao Viana e Filhos,fonsecarodrigo@castro.net,da Mota,PR,BR,2022-09-12,inbound,educacao
14055,Silveira Andrade e Filhos,ucavalcanti@pinto.br,Abreu,CE,BR,2025-08-14,inbound,educacao
14056,Araujo Gomes - EI,pachecoaurora@sampaio.br,Carvalho da Mata,CE,BR,2022-06-20,inbound,educacao
14057,Barbosa,mariah10@fogaca.net,Abreu Paulista,RJ,BR,2023-09-05,parceiro,saude
14058,Dias,vda-costa@souza.br,da Cunha,RJ,BR,2023-10-14,parceiro,industria
14059,Rocha,gnovais@da.com,Rocha,MA,BR,2023-12-19,evento,saude
14060,Cavalcante S/A,srezende@melo.br,Macedo Verde,MG,BR,2024-04-11,inbound,educacao
14061,Novaes - ME,vicenteda-paz@farias.com,Albuquerque,RN,BR,2024-03-29,inbound,servicos
14062,Ramos S/A,ana-beatrizcavalcanti@moura.com,Duarte das Pedras,MT,BR,2022-03-14,outbound,industria
14063,Campos e Filhos,eduardo13@casa.br,Moraes Verde,MT,BR,2024-12-19,parceiro,servicos
14064,Rios Santos e Filhos,barbarapacheco@lopes.com,Lima,MT,BR,2023-03-31,outbound,varejo
14065,Rocha Pimenta - EI,lais97@mendes.com,Araujo,SC,BR,2022-12-02,outbound,saude
14066,Costa Araujo S.A.,vitormelo@siqueira.com,Siqueira do Campo,MG,BR,2023-10-30,outbound,industria
14067,Fogaca,theodoroda-luz@novaes.net,Caldeira do Oeste,SP,BR,2025-02-21,outbound,varejo
14068,Pacheco,mendoncacaio@porto.net,da Luz do Amparo,AM,BR,2022-01-14,parceiro,industria
14069,Araujo Lima S.A.,riosbruna@da.com,da Luz,RS,BR,2022-01-27,inbound,saude
14070,Camargo Vieira Ltda.,samuel48@jesus.com,Fonseca do Amparo,SP,BR,2024-12-09,outbound,saude
14071,Peixoto,fda-conceicao@da.com,Azevedo,RN,BR,2022-07-06,parceiro,servicos
14072,Novais,lopesbernardo@da.com,da Mota,PB,BR,2024-12-16,inbound,financeiro
14073,Almeida - EI,jadealbuquerque@cassiano.net,Novaes de Martins,PE,BR,2024-02-10,parceiro,educacao
14074,Porto,maria-luizagarcia@rezende.br,Barros,RJ,BR,2023-10-29,parceiro,financeiro
14075,Oliveira - ME,bcarvalho@carvalho.br,Viana Grande,PB,BR,2024-09-16,outbound,varejo
14076,da Paz Ltda.,vitor-hugonogueira@garcia.br,Andrade,AM,BR,2024-11-23,inbound,varejo
14077,Ferreira S.A.,azevedobryan@costa.com,Aparecida,DF,BR,2023-06-22,parceiro,varejo
14078,Azevedo S.A.,gcastro@costela.com,da Costa,PE,BR,2024-07-24,inbound,ti
14079,Cunha - ME,maya93@da.net,Pimenta,ES,BR,2023-01-06,outbound,educacao
14080,Moreira S/A,lvasconcelos@alves.com,Ferreira,AM,BR,2022-03-27,parceiro,industria
14081,Viana,raquelmendonca@fonseca.org,Porto de Alves,ES,BR,2022-06-09,outbound,financeiro
14082,Vasconcelos,da-luzmaria-helena@guerra.br,Pinto,GO,BR,2023-03-01,inbound,ti
14083,Sales - EI,correiagiovanna@das.net,Moura,PI,BR,2025-02-03,parceiro,financeiro
14084,da Cunha Ltda.,rebecaguerra@farias.com,Sampaio,MA,BR,2022-10-02,evento,saude
14085,Aparecida,danteviana@camara.org,Rios do Norte,SP,BR,2025-08-05,outbound,ti
14086,Sales - EI,da-rosamaria-alice@silveira.net,Pereira,MG,BR,2022-09-15,parceiro,educacao
14087,Caldeira,maria-julia15@teixeira.br,da Cunha de Moreira,ES,BR,2024-08-20,outbound,industria
14088,Andrade,maria-luisabarros@pereira.br,Abreu,CE,BR,2025-05-28,outbound,industria
14089,da Mata Lima - EI,urodrigues@cavalcante.net,Teixeira da Mata,PR,BR,2024-08-31,inbound,servicos
14090,da Luz,santoslunna@pereira.net,Cunha,SP,BR,2023-06-11,inbound,industria
14091,Nunes,walves@nunes.org,da Conceicao,DF,BR,2023-06-17,outbound,ti
14092,Alves,josebarros@barros.com,Sales,RN,BR,2024-12-18,outbound,financeiro
14093,Albuquerque,mandrade@vargas.br,Viana de Pacheco,RS,BR,2022-04-23,outbound,ti
14094,Montenegro,benicio41@machado.com,Vasconcelos dos Dourados,MS,BR,2025-07-23,parceiro,varejo
14095,Jesus S.A.,lara62@camara.org,Novais,MA,BR,2022-09-14,inbound,educacao
14096,da Luz,davi-miguel20@casa.br,Lopes de Rezende,PE,BR,2022-11-25,parceiro,financeiro
14097,Goncalves,rebecasousa@rodrigues.com,Moraes dos Dourados,MS,BR,2024-02-16,inbound,ti
14098,Peixoto,breno12@nascimento.com,Melo de Cirino,BA,BR,2025-06-12,parceiro,saude
14099,Rodrigues Pinto e Filhos,carvalhootavio@machado.br,Santos Verde,MS,BR,2022-02-20,inbound,ti
14100,Oliveira,freitasgael@marques.br,Machado de das Neves,PE,BR,2022-08-09,inbound,servicos
14101,Mendonca Ltda.,olivia07@garcia.com,Fernandes,DF,BR,2024-02-22,outbound,educacao
14102,Pereira da Mota S/A,kmarques@sousa.br,Gomes de da Rocha,PB,BR,2023-08-19,outbound,industria
14103,Casa Grande,caio49@mendonca.org,Novaes,RS,BR,2025-06-07,evento,industria
14104,da Rocha - EI,da-rosalorena@rios.br,Vasconcelos de Goias,MS,BR,2022-08-10,inbound,educacao
14105,Marques,freitasmaria-laura@jesus.com,Viana do Oeste,GO,BR,2024-07-31,inbound,saude
14106,Lopes,fernandesleticia@pacheco.br,Viana do Sul,MG,BR,2024-12-13,outbound,industria
14107,Dias Correia e Filhos,xsales@camargo.org,Fonseca de Martins,MS,BR,2025-07-20,inbound,varejo
14108,Marques,erios@leao.com,Montenegro,MG,BR,2022-07-17,outbound,ti
14109,Sa,guilherme88@ribeiro.com,Ferreira de Guerra,MS,BR,2022-05-08,evento,servicos
14110,Pereira,araujomateus@brito.com,Sousa,SC,BR,2024-10-29,outbound,financeiro
14111,Peixoto Ltda.,cavalcantiemanuelly@pinto.br,Albuquerque,SP,BR,2024-09-13,outbound,ti
14112,Aparecida Brito - ME,fogacaenzo@caldeira.com,Garcia,MT,BR,2022-08-15,inbound,servicos
14113,Monteiro,kramos@pimenta.br,Novais de Vieira,AM,BR,2023-07-12,inbound,varejo
14114,Moura Pires - ME,pachecoarthur@cirino.org,Viana,SP,BR,2025-03-03,inbound,financeiro
14115,Melo Ltda.,britoemilly@macedo.com,Ferreira,RN,BR,2024-11-05,parceiro,servicos
14116,Moreira,juliapimenta@moreira.org,Sampaio,PE,BR,2022-08-03,outbound,industria
14117,Pacheco,leocostela@cavalcanti.com,Pires de Rodrigues,PB,BR,2025-02-09,outbound,varejo
14118,Carvalho e Filhos,melovinicius@monteiro.org,Casa Grande do Sul,AM,BR,2024-05-04,outbound,servicos
14119,Cardoso,tnogueira@barros.br,Casa Grande Grande,SC,BR,2025-03-26,parceiro,ti
14120,Gomes,cirinoerick@camara.br,Fonseca de Gomes,DF,BR,2023-03-01,outbound,servicos
14121,Campos - ME,onunes@gomes.net,Araujo do Amparo,DF,BR,2022-11-14,evento,varejo
14122,Carvalho,ana-liviada-rosa@novaes.br,Mendes,PR,BR,2022-12-26,outbound,varejo
14123,Lopes,otto46@correia.net,Pinto,ES,BR,2024-07-24,inbound,varejo
14124,Vargas S.A.,cavalcanterodrigo@leao.br,Pereira do Oeste,PI,BR,2024-08-15,inbound,varejo
14125,Peixoto,maite72@nunes.com,Macedo,RN,BR,2024-07-08,inbound,varejo
14126,da Mata Guerra - EI,cardosodaniel@machado.com,Gomes do Campo,MT,BR,2024-06-20,inbound,servicos
14127,Mendes,pedrosampaio@gomes.com,Macedo de Goias,MT,BR,2025-08-12,inbound,ti
14128,Campos - ME,azevedoana-vitoria@das.br,Araujo Alegre,MG,BR,2022-07-17,inbound,varejo
14129,Garcia,aparecidaagatha@lopes.com,Leao,ES,BR,2023-02-02,inbound,financeiro
14130,Monteiro Souza - ME,castrodom@da.net,Silveira,PI,BR,2023-08-13,inbound,ti
14131,Aparecida,sousatheo@brito.com,Sa de Mendonca,PB,BR,2022-08-30,inbound,servicos
14132,Azevedo Fonseca - ME,rodriguespietro@da.org,Siqueira Verde,ES,BR,2023-03-05,outbound,varejo
14133,Costela Borges e Filhos,marcelada-cruz@leao.com,da Rosa,RJ,BR,2023-09-03,inbound,varejo
14134,Duarte Casa Grande Ltda.,xmarques@viana.com,da Rosa das Pedras,RJ,BR,2022-01-06,parceiro,servicos
14135,Costa Fernandes S.A.,hjesus@pacheco.br,Pires,RN,BR,2025-09-03,inbound,varejo
14136,Souza,mateusfogaca@correia.br,Nogueira de da Cruz,DF,BR,2025-05-20,inbound,financeiro
14137,Andrade,ana-ceciliada-luz@costa.net,Nascimento,PB,BR,2025-07-20,parceiro,ti
14138,Moreira Ltda.,andre41@garcia.br,Rocha Verde,MA,BR,2025-01-12,outbound,educacao
14139,Peixoto,liam71@nogueira.br,Costa de Fernandes,SP,BR,2023-12-11,evento,servicos
14140,Azevedo,eloahrios@farias.org,da Mata do Galho,RS,BR,2022-12-26,inbound,ti
14141,Cirino,costelarafael@melo.net,Borges de Goias,RS,BR,2025-03-10,inbound,varejo
14142,Fonseca S/A,pachecoarthur@da.br,Pinto de Leao,RJ,BR,2025-04-11,inbound,saude
14143,Vargas,cunhabella@dias.com,Costela Verde,MA,BR,2024-11-09,inbound,ti
14144,Albuquerque Pires Ltda.,ipires@brito.com,Peixoto de Almeida,ES,BR,2023-05-18,outbound,ti
14145,Farias Costa S/A,castrobruno@camargo.com,Farias,DF,BR,2022-08-15,outbound,ti
14146,Silveira Campos - EI,ana-clara96@novais.net,Costela,PA,BR,2022-04-19,inbound,ti
14147,Freitas,ecosta@ferreira.com,Ribeiro de Moraes,PI,BR,2024-01-13,outbound,varejo
14148,Almeida,joselima@da.br,Vasconcelos,MS,BR,2025-09-05,parceiro,varejo
14149,Pimenta,fariasenrico@da.org,Pires de Goias,MG,BR,2025-08-24,inbound,varejo
14150,da Paz Ribeiro S.A.,luiz-miguel63@pinto.br,Araujo,PI,BR,2024-03-21,inbound,varejo
14151,Cassiano Cardoso e Filhos,peixotothomas@monteiro.br,da Cunha da Mata,PA,BR,2025-01-15,inbound,ti
14152,Abreu - EI,vrodrigues@azevedo.br,Camara do Amparo,PE,BR,2024-02-25,inbound,saude
14153,Casa Grande - EI,correiamarcelo@ramos.br,Campos de Minas,BA,BR,2022-08-16,outbound,saude
14154,da Luz,ravi-lucca72@souza.br,da Mata de Porto,PE,BR,2024-05-01,parceiro,ti
14155,Silveira Caldeira Ltda.,nogueiradante@da.br,Camara das Flores,PB,BR,2025-08-26,evento,financeiro
14156,da Mota S/A,da-rochagael-henrique@azevedo.net,Moraes,CE,BR,2024-04-07,evento,financeiro
14157,Moraes,pintocaua@lima.br,Moura,SC,BR,2023-01-14,outbound,varejo
14158,da Luz Sales S.A.,vargasgustavo-henrique@ribeiro.com,da Cruz,RS,BR,2023-01-20,inbound,varejo
14159,Mendes,casa-grandepedro@costa.com,Barros da Prata,MS,BR,2022-04-23,inbound,ti
14160,Sales da Rosa S/A,viniciuspereira@aragao.com,da Conceicao,PR,BR,2025-08-09,inbound,ti
14161,Brito Camargo - ME,costelaantony@ferreira.com,Marques do Campo,PR,BR,2025-08-21,parceiro,financeiro
14162,da Conceicao Borges S.A.,andrecorreia@machado.com,Jesus,BA,BR,2022-10-18,inbound,industria
14163,Pinto,maria-helenamontenegro@monteiro.org,Cirino da Mata,CE,BR,2025-02-02,outbound,ti
14164,Montenegro S/A,joana23@azevedo.net,Andrade de Monteiro,BA,BR,2022-10-18,outbound,varejo
14165,Aparecida e Filhos,davi-luiz31@rodrigues.com,Nascimento de Garcia,CE,BR,2023-11-08,inbound,ti
14166,Cassiano,moraesamanda@da.br,Ramos da Praia,PI,BR,2022-03-01,inbound,saude
14167,Castro,maria-laura57@da.com,Jesus,DF,BR,2025-08-28,inbound,financeiro
14168,Ferreira,alanasilveira@moura.com,Pires de Goias,RS,BR,2022-04-16,inbound,varejo
14169,Moreira,raquelcarvalho@cassiano.net,Guerra do Norte,SC,BR,2023-09-15,inbound,servicos
14170,Cunha,benicio23@vieira.br,Moreira das Flores,MT,BR,2022-03-30,inbound,educacao
14171,Fonseca,eduardafogaca@camargo.com,Cassiano,CE,BR,2025-07-15,inbound,industria
14172,Machado,msantos@silva.br,Ferreira do Galho,SP,BR,2024-01-12,inbound,saude
14173,Vasconcelos,leo74@rios.org,Siqueira do Norte,RN,BR,2025-02-16,inbound,servicos
14174,Cardoso,catarinamarques@sa.net,Novaes do Sul,PA,BR,2024-06-18,parceiro,educacao
14175,Cunha,qcirino@peixoto.org,Oliveira do Oeste,BA,BR,2023-03-21,outbound,financeiro
14176,Montenegro,sarah08@pereira.org,Rezende do Campo,CE,BR,2024-10-03,outbound,saude
14177,Costa Souza - ME,fferreira@siqueira.br,Nogueira da Praia,GO,BR,2022-11-02,inbound,industria
14178,Dias das Neves Ltda.,borgesyasmin@souza.org,da Rosa,MG,BR,2023-09-07,outbound,servicos
14179,Cardoso Porto Ltda.,jcunha@araujo.org,Castro de Dias,ES,BR,2022-07-21,inbound,educacao
14180,Duarte Camargo S/A,anna-liznovaes@barros.com,Lopes,MG,BR,2024-08-01,inbound,industria
14181,Moura,caue98@pinto.org,Ramos,MS,BR,2024-11-12,evento,saude
14182,Novaes Alves Ltda.,agatha47@cardoso.br,Brito,DF,BR,2025-01-18,outbound,industria
14183,da Cruz Ltda.,olivia83@barbosa.net,da Mota,SP,BR,2023-04-16,parceiro,educacao
14184,Fonseca,auroravasconcelos@camara.br,Cavalcante,MT,BR,2025-01-21,evento,financeiro
14185,Novaes Sousa - EI,miguel50@alves.org,Alves,PI,BR,2024-09-05,outbound,ti
14186,Moraes Melo S.A.,pimentalaura@moura.org,da Mota,SC,BR,2025-08-01,inbound,saude
14187,da Luz - ME,luana45@borges.com,das Neves Alegre,RJ,BR,2022-11-05,outbound,industria
14188,Melo,vitoriaaraujo@rios.net,Cirino,PE,BR,2024-01-03,inbound,industria
14189,Garcia,kabreu@melo.com,Monteiro de Pimenta,SP,BR,2023-06-20,evento,ti
14190,Santos,qnunes@siqueira.br,Goncalves,RS,BR,2023-01-11,parceiro,ti
14191,Nascimento S.A.,ymarques@jesus.br,Sales da Mata,RS,BR,2023-05-14,parceiro,ti
14192,da Rosa,luiz-henriquecasa-grande@da.br,Pires da Prata,PR,BR,2023-09-28,outbound,industria
14193,Santos,vitor69@vieira.br,Brito da Prata,PI,BR,2022-05-22,inbound,educacao
14194,Barros,augustoribeiro@araujo.com,Vieira Verde,CE,BR,2024-12-11,parceiro,educacao
14195,Araujo Pires - ME,calebjesus@rodrigues.net,Pimenta,PA,BR,2024-12-29,inbound,ti
14196,Costela,joao72@rocha.br,Campos,PB,BR,2022-09-17,inbound,ti
14197,Rodrigues S.A.,vsousa@guerra.com,Jesus Verde,RN,BR,2025-08-09,parceiro,industria
14198,Novais,isaque08@dias.net,Martins do Amparo,SP,BR,2023-01-13,inbound,industria
14199,Pereira,vleao@da.com,Mendonca,MS,BR,2024-11-28,parceiro,financeiro
14200,Caldeira Freitas e Filhos,ofonseca@fogaca.com,Rodrigues de Vargas,RJ,BR,2022-12-14,inbound,industria
14201,Goncalves Cardoso S/A,yan63@correia.br,Mendonca,AM,BR,2024-04-07,parceiro,financeiro
14202,Mendes Ltda.,theocarvalho@abreu.net,Oliveira,PI,BR,2023-05-21,outbound,industria
14203,da Cunha Ltda.,maria-luisarios@silveira.com,Monteiro da Mata,PR,BR,2023-01-17,outbound,ti
14204,Abreu Porto S/A,novaisasafe@pereira.com,Carvalho da Prata,MA,BR,2023-03-01,parceiro,financeiro
14205,Gomes S/A,matteo51@pereira.br,Silveira,PR,BR,2022-11-18,evento,industria
14206,da Paz,joaomendes@novaes.com,Caldeira,RJ,BR,2022-09-07,inbound,financeiro
14207,Casa Grande,moraescecilia@pacheco.net,Azevedo,BA,BR,2022-06-29,outbound,ti
14208,das Neves,joaoda-cruz@araujo.br,Cavalcanti do Amparo,MG,BR,2024-09-30,evento,ti
14209,Santos,samuel17@da.br,Macedo dos Dourados,RN,BR,2022-01-29,inbound,servicos
14210,das Neves,lgomes@correia.org,Jesus,MG,BR,2025-09-11,inbound,educacao
14211,Costela,azevedojose-miguel@lima.br,Souza dos Dourados,PA,BR,2024-01-08,outbound,ti
14212,Azevedo Peixoto - EI,luiz-henriquenunes@guerra.br,Novais,BA,BR,2022-07-06,inbound,educacao
14213,Brito,stephanysilveira@moura.br,Lima de Goias,MG,BR,2022-02-24,inbound,educacao
14214,Rodrigues Ltda.,irodrigues@da.br,Siqueira da Serra,MS,BR,2024-05-27,inbound,varejo
14215,da Conceicao da Cruz Ltda.,maria-juliada-rosa@pacheco.com,Nogueira,PB,BR,2023-05-29,inbound,saude
14216,Cavalcante,gcamargo@costela.br,Camara,DF,BR,2022-01-17,parceiro,ti
14217,Pimenta,esther29@carvalho.br,Cardoso,BA,BR,2022-03-29,evento,financeiro
14218,Alves,marianesiqueira@guerra.com,Pimenta,CE,BR,2025-05-31,parceiro,ti
14219,Alves S/A,rda-costa@siqueira.br,da Rosa das Pedras,PR,BR,2024-12-17,inbound,servicos
14220,Vieira Porto Ltda.,melissafonseca@campos.com,Gomes do Norte,PI,BR,2023-12-05,outbound,servicos
14221,da Rocha da Rosa - EI,monteiromaria-eduarda@rocha.org,da Rosa,PE,BR,2023-12-26,outbound,ti
14222,Fonseca,abreuesther@fernandes.com,Gomes de da Luz,MT,BR,2025-06-07,outbound,saude
14223,Novaes,gribeiro@araujo.net,Vasconcelos,RS,BR,2025-03-23,evento,industria
14224,Pires,monteironicole@cavalcante.br,Martins do Galho,PI,BR,2025-07-20,parceiro,varejo
14225,Siqueira - EI,brayanda-mata@fonseca.org,Moraes Verde,MT,BR,2024-12-05,inbound,industria
14226,Melo - EI,ana-beatriz88@pinto.com,Pastor,ES,BR,2024-06-13,parceiro,varejo
14227,Aragao,samuelcirino@duarte.br,Moraes de da Paz,RJ,BR,2023-03-28,inbound,industria
14228,Camargo Fonseca - EI,lcavalcante@silveira.net,Borges,PA,BR,2025-08-22,outbound,saude
14229,Monteiro Pereira Ltda.,ramosana-beatriz@vieira.com,Santos,SP,BR,2023-03-03,inbound,educacao
14230,Marques Lopes S.A.,hadassafogaca@dias.com,Vieira de Nascimento,PI,BR,2022-04-28,parceiro,varejo
14231,Mendonca da Paz - EI,thalesviana@ribeiro.com,Fonseca de Minas,BA,BR,2023-11-19,inbound,financeiro
14232,Costela S.A.,luiz-fernando57@garcia.br,Moura,CE,BR,2024-10-18,inbound,varejo
14233,Castro S.A.,lalbuquerque@souza.net,Borges,RN,BR,2023-08-03,inbound,varejo
14234,da Conceicao Pereira Ltda.,nuneshenry@da.org,Viana Alegre,PA,BR,2022-09-08,evento,ti
14235,Novais,maria-sophia24@cirino.com,Viana,DF,BR,2023-02-07,inbound,varejo
14236,Macedo S/A,danielasales@castro.net,Rezende de Martins,AM,BR,2024-07-09,inbound,educacao
14237,Machado,camposmaria-flor@castro.net,Dias Grande,SC,BR,2022-07-19,outbound,servicos
14238,Rodrigues Campos Ltda.,salbuquerque@teixeira.com,Vieira de Minas,AM,BR,2025-03-15,outbound,financeiro
14239,Goncalves Novais - ME,teixeirapedro-henrique@sales.com,Goncalves,GO,BR,2024-12-10,parceiro,varejo
14240,Marques,jda-luz@alves.net,Alves da Praia,PI,BR,2024-07-02,inbound,varejo
14241,Silveira,bruno62@leao.com,Pastor de Pastor,MG,BR,2022-11-16,inbound,industria
14242,da Cunha,barrosvalentim@pacheco.com,Barbosa de Fogaca,CE,BR,2022-07-18,inbound,financeiro
14243,Marques S/A,nascimentosophie@nunes.br,Brito,MS,BR,2022-05-25,inbound,financeiro
14244,Guerra Gomes - ME,joao-miguelcostela@novais.com,Martins das Flores,PA,BR,2024-12-18,parceiro,varejo
14245,Guerra,vbrito@vasconcelos.com,Ramos,DF,BR,2022-05-23,evento,ti
14246,Abreu e Filhos,isales@barros.net,Alves,PI,BR,2025-05-31,outbound,saude
14247,Garcia,renanrocha@costela.br,Camara,PA,BR,2025-01-28,inbound,industria
14248,Castro Novaes S.A.,maria-clara24@novais.net,Pastor,RN,BR,2024-11-15,inbound,ti
14249,Cirino e Filhos,fmoura@nogueira.net,da Mata,BA,BR,2023-06-10,inbound,ti
14250,Campos Pacheco S.A.,isabelda-luz@monteiro.br,Moreira,SC,BR,2022-05-02,inbound,educacao
14251,Nascimento,glopes@da.com,Sales,PA,BR,2022-09-22,outbound,industria
14252,Mendes Novais Ltda.,alexiapacheco@moraes.net,da Paz do Sul,RN,BR,2024-10-27,outbound,varejo
14253,Carvalho,odas-neves@gomes.br,das Neves de Fonseca,MS,BR,2024-01-01,inbound,industria
14254,da Luz,montenegrocecilia@alves.br,Carvalho da Serra,RS,BR,2025-05-28,inbound,varejo
14255,Peixoto Costela S.A.,baraujo@abreu.net,Cavalcante de Andrade,MS,BR,2023-01-31,outbound,varejo
14256,da Rosa e Filhos,cirinogael-henrique@monteiro.br,Ribeiro,MT,BR,2024-07-01,inbound,ti
14257,Ramos,caua78@da.com,Rodrigues das Flores,GO,BR,2022-04-18,evento,ti
